list_number,list_description_en,list_description_uk,code,description_en,description_uk,notes
151,Contributor place relator,Зв'язок місця учасника,11,Eligible for geographical marketing programs,,"Contributor is eligible for national, regional or local marketing support. Use with country code, region code or country/region plus location, as appropriate"
151,Contributor place relator,Зв'язок місця учасника,12,Indigenous to (Indigenous geographies or territorialities),,Use to indicate that an Indigenous contributor has chosen to be publicly identified as an Indigenous person associated with a particular territory or geography. Used with <LocationName> (in addition to country or region) to indicate an Indigenous territoriality or geography
152,Illustrated / not illustrated,Ілюстрований / не ілюстрований,01,No,Ні,Not illustrated
152,Illustrated / not illustrated,Ілюстрований / не ілюстрований,02,Yes,Так,Illustrated
153,Text type,Тип тексту,01,Sender-defined text,,"To be used only in circumstances where the parties to an exchange have agreed to include text which (a) is not for general distribution, and (b) cannot be coded elsewhere. If more than one type of text is sent, it must be identified by tagging within the text itself"
153,Text type,Тип тексту,02,Short description/annotation,,"Of the product. Limited to a maximum of 350 characters. In ONIX 3.0, this is assumed to include markup characters. In ONIX 3.1 and later, this limit does not include markup"
153,Text type,Тип тексту,03,Description,,Of the product. Length unrestricted
153,Text type,Тип тексту,04,Table of contents,Зміст,"Used for a table of contents sent as a single text field, which may or may not carry structure expressed using XHTML"
153,Text type,Тип тексту,05,Primary cover copy,,"Primary descriptive blurb usually taken from the back cover or jacket, or occasionally from the cover/jacket flaps. See also code 27"
153,Text type,Тип тексту,06,Review quote,Цитата з рецензії,A quote taken from a review of the product or of the work in question where there is no need to take account of different editions
153,Text type,Тип тексту,07,Review quote: previous edition,Цитата з рецензії: попереднє видання,A quote taken from a review of a previous edition of the work
153,Text type,Тип тексту,08,Review quote: previous work,Цитата з рецензії: попередня робота,A quote taken from a review of a previous work by the same author(s) or in the same series
153,Text type,Тип тексту,09,Endorsement,,"A quote usually provided by a celebrity or another author to promote a new book, not from a review"
153,Text type,Тип тексту,10,Promotional headline,Рекламний заголовок,A promotional phrase which is intended to headline a description of the product
153,Text type,Тип тексту,11,Feature,Особливість,"Text describing a feature of a product to which the publisher wishes to draw attention for promotional purposes. Each separate feature should be described by a separate repeat, so that formatting can be applied at the discretion of the receiver of the ONIX record, or multiple features can be described using appropriate XHTML markup"
153,Text type,Тип тексту,12,Biographical note,Біографічна довідка,A note referring to all contributors to a product – NOT linked to a single contributor
153,Text type,Тип тексту,13,Publisher’s notice,,"A statement included by a publisher in fulfillment of contractual obligations, such as a disclaimer, sponsor statement, or legal notice of any sort. Note that the inclusion of such a notice cannot and does not imply that a user of the ONIX record is obliged to reproduce it"
153,Text type,Тип тексту,14,Excerpt,Уривок,A short excerpt from the main text of the work
153,Text type,Тип тексту,15,Index,Покажчик,"Used for an index sent as a single text field, which may be structured using XHTML"
153,Text type,Тип тексту,16,Short description/annotation for collection,,(of which the product is a part.) Limited to a maximum of 350 characters
153,Text type,Тип тексту,17,Description for collection,,(of which the product is a part.) Length unrestricted
153,Text type,Тип тексту,18,New feature,,As code 11 but used for a new feature of this edition or version
153,Text type,Тип тексту,19,Version history,,
153,Text type,Тип тексту,20,Open access statement,,"Short summary statement of open access status and any related conditions (eg ‘Open access – no commercial use’), primarily for marketing purposes. Should always be accompanied by a link to the complete license (see <EpubLicense> or code 99 in List 158)"
153,Text type,Тип тексту,21,Digital exclusivity statement,,"Short summary statement that the product is available only in digital formats (eg ‘Digital exclusive’). If a non-digital version is planned, <ContentDate> should be used to specify the date when exclusivity will end (use content date role code 15). If a non-digital version is available, the statement should not be included"
153,Text type,Тип тексту,22,Official recommendation,,For example a recommendation or approval provided by a ministry of education or other official body. Use <Text> to provide details and ideally use <TextSourceCorporate> to name the approver
153,Text type,Тип тексту,23,JBPA description,,Short description in format specified by Japanese Book Publishers Association
153,Text type,Тип тексту,24,schema.org snippet,,"JSON-LD snippet suitable for use within an HTML <script type=""application/ld+json""> tag, containing structured metadata suitable for use with schema.org"
153,Text type,Тип тексту,25,Errata,Помилки,
153,Text type,Тип тексту,26,Introduction,Вступ,"Introduction, preface or the text of other preliminary material, sent as a single text field, which may be structured using XHTML"
153,Text type,Тип тексту,27,Secondary cover copy,,"Secondary descriptive blurb taken from the cover/jacket flaps, or occasionally from the back cover or jacket, used only when there are two separate texts and the primary text is included using code 05"
153,Text type,Тип тексту,28,Full cast and credit list,,"For use with dramatized audiobooks, filmed entertainment etc, for a cast list sent as a single text field, which may or may not carry structure expressed using XHTML"
153,Text type,Тип тексту,29,Bibliography,,"Complete list of books by the author(s), supplied as a single text field, which may be structured using (X)HTML"
153,Text type,Тип тексту,30,Abstract,,Formal summary of content (normally used with academic and scholarly content only)
153,Text type,Тип тексту,31,Rules or instructions,,Eg for a game or kit – as supplied with the product
153,Text type,Тип тексту,32,List of contents,,"Eg for a game, kit. Note: use code 04 for a Table of Contents of a book"
153,Text type,Тип тексту,33,Short description/annotation for imprint,,Length limited to a maximum of 350 characters
153,Text type,Тип тексту,34,Description for imprint,,Length unrestricted
153,Text type,Тип тексту,35,Short description/annotation for publisher,,Length limited to a maximum of 350 characters
153,Text type,Тип тексту,36,Description for publisher,,Length unrestricted
153,Text type,Тип тексту,37,Cover line,,"(US) Reading line – line of usually explanatory copy on cover, somewhat like a subtitle but not on the title page and added by the publisher, eg ‘with 125 illustrated recipes’"
153,Text type,Тип тексту,38,Special cover statement,,"Short summary description of special nature of cover or jacket, for use with special editions (use with Edition type SPE), or with variant covers, when there is also a ‘standard’ cover"
153,Text type,Тип тексту,39,List of bonus contents,,"Short summary description of bonus content (when there is also a ‘standard’ set of contents). Bonus material may include a new or extra foreword, additional illustrations, previously-unpublished bonus chapters (for these use with Edition type ENL), or for teaser chapters, author interview etc (do not use ENL)"
154,Content audience,Аудиторія контенту,00,Unrestricted,,Any audience
154,Content audience,Аудиторія контенту,01,Restricted,,Distribution by agreement between the parties to the ONIX exchange (this value is provided to cover applications where ONIX content includes material which is not for general distribution)
154,Content audience,Аудиторія контенту,02,Booktrade,,"Distributors, bookstores, publisher’s own staff etc"
154,Content audience,Аудиторія контенту,03,End-customers,,
154,Content audience,Аудиторія контенту,04,Librarians,,
154,Content audience,Аудиторія контенту,05,Teachers,,
154,Content audience,Аудиторія контенту,06,Students,,
154,Content audience,Аудиторія контенту,07,Press,,Press or other media
154,Content audience,Аудиторія контенту,08,Shopping comparison service,,Where a specially formatted description is required for this audience
154,Content audience,Аудиторія контенту,09,Search engine index,,"Text not intended for display, but may be used (in addition to any less restricted text) for indexing and search"
154,Content audience,Аудиторія контенту,10,Bloggers,,"(Including vloggers, influencers etc) Where this is distinct from end customers or the Press"
155,Content date role,Роль дати контенту,01,Publication date,,Nominal date of publication (of the content item or supporting resource)
155,Content date role,Роль дати контенту,04,Broadcast date,,Date when a TV or radio program was / will be broadcast
155,Content date role,Роль дати контенту,14,From date,,Date from which a content item or supporting resource may be referenced or used. The content is embargoed until this date
155,Content date role,Роль дати контенту,15,Until date,,Date until which a content item or supporting resource may be referenced or used
155,Content date role,Роль дати контенту,17,Last updated,,Date when a resource was last changed or updated
155,Content date role,Роль дати контенту,24,From… until date,,Combines From date and Until date to define a period (both dates are inclusive). Use for example with dateformat 06
155,Content date role,Роль дати контенту,27,Available from,,"Date from which a supporting resource is available for download. Note that this date also implies that it can be immediately displayed to the intended audience, unless a From date (code 14) is also supplied and is later than the Available from date"
155,Content date role,Роль дати контенту,28,Available until,,"Date until which a supporting resource is available for download. Note that this date does not imply it must be removed from display to the intended audience on this date – for this, use Until date (code 15)"
155,Content date role,Роль дати контенту,31,Associated start date,,"Start date referenced by the supporting resource, for example, the ‘earliest exam date’ for an official recommendation"
155,Content date role,Роль дати контенту,32,Associated end date,,"End date referenced by the supporting resource, for example, the ‘latest exam date’ for an official recommendation"
156,Cited content type,,01,Review,,The full text of a review in a third-party publication in any medium
156,Cited content type,,02,Bestseller list,,
156,Cited content type,,03,Media mention,,Other than a review
156,Cited content type,,04,"‘One locality, one book’ program",,"Inclusion in a program such as ‘Chicago Reads’, ‘Seattle Reads’, ‘Canada Reads’, ‘One Dublin, one book’"
156,Cited content type,,05,Curated list,,"For example a ‘best books of the year’ or ‘25 books you should have read’ list, without regard to their bestseller status"
156,Cited content type,,06,Commentary / discussion,,"For example a third party podcast episode, social media message, newsletter issue, other commentary (see also code 03 for very brief items)"
156,Cited content type,,07,Interview,,"Interview, for example with a contributor, in a third-party publication in any medium"
157,Content source type,,01,Printed media,,
157,Content source type,,02,Website,,
157,Content source type,,03,Radio,,
157,Content source type,,04,TV,,Including streaming video services (‘TV on demand’) as well as broadcast TV
157,Content source type,,05,Podcast,,
157,Content source type,,06,Social media,,
157,Content source type,,07,Playlist,,
158,Resource content type,Тип ресурсного контенту,01,Front cover,,2D
158,Resource content type,Тип ресурсного контенту,02,Back cover,,2D
158,Resource content type,Тип ресурсного контенту,56,Spine image,,"2D, portrait orientation"
158,Resource content type,Тип ресурсного контенту,57,Spine panorama image,,"2D, image spans multiple upright spines"
158,Resource content type,Тип ресурсного контенту,03,Cover / pack,,"Not limited to front or back, including 3D perspective"
158,Resource content type,Тип ресурсного контенту,04,Contributor picture,,Photograph or portrait of contributor(s)
158,Resource content type,Тип ресурсного контенту,05,Collection image / artwork,,
158,Resource content type,Тип ресурсного контенту,06,Collection logo,,
158,Resource content type,Тип ресурсного контенту,07,Product image / artwork,,"For example, an isolated image from the front cover (without text), image of a completed jigsaw"
158,Resource content type,Тип ресурсного контенту,08,Product logo,,
158,Resource content type,Тип ресурсного контенту,09,Publisher logo,,
158,Resource content type,Тип ресурсного контенту,10,Imprint logo,,
158,Resource content type,Тип ресурсного контенту,11,Contributor interview,,
158,Resource content type,Тип ресурсного контенту,12,Contributor presentation,,Contributor presentation and/or commentary
158,Resource content type,Тип ресурсного контенту,13,Contributor reading,,
158,Resource content type,Тип ресурсного контенту,14,Contributor event schedule,,Link to a schedule in iCalendar format
158,Resource content type,Тип ресурсного контенту,15,Sample content,Зразок контенту,"For example: a short excerpt, sample text or a complete sample chapter, page images, screenshots etc"
158,Resource content type,Тип ресурсного контенту,16,Widget,,A ‘look inside’ feature presented as a small embeddable application
158,Resource content type,Тип ресурсного контенту,17,Review,,"Review text held in a separate downloadable file, not in the ONIX record. Equivalent of code 06 in List 153. Use the <TextContent> composite for review quotes carried in the ONIX record. Use the <CitedContent> composite for a third-party review which is referenced from the ONIX record. Use <SupportingResource> for review text offered as a separate file resource for reproduction as part of promotional material for the product"
158,Resource content type,Тип ресурсного контенту,18,Commentary / discussion,,"For example a publisher’s podcast episode, social media message, newsletter issue, other commentary"
158,Resource content type,Тип ресурсного контенту,19,Reading group guide,,
158,Resource content type,Тип ресурсного контенту,20,Teacher’s guide,,Including associated teacher / instructor resources
158,Resource content type,Тип ресурсного контенту,21,Feature article,,Feature article provided by publisher
158,Resource content type,Тип ресурсного контенту,22,Character ‘interview’,,Fictional character ‘interview’
158,Resource content type,Тип ресурсного контенту,23,Wallpaper / screensaver,,
158,Resource content type,Тип ресурсного контенту,24,Press release,,
158,Resource content type,Тип ресурсного контенту,25,Table of contents,Зміст,"A table of contents held in a separate downloadable file, not in the ONIX record. Equivalent of code 04 in List 153. Use the <TextContent> composite for a table of contents carried in the ONIX record. Use <SupportingResource> for text offered as a separate file resource"
158,Resource content type,Тип ресурсного контенту,26,Trailer,,"A promotional video (or audio), similar to a movie trailer (sometimes referred to as a ‘book trailer’)"
158,Resource content type,Тип ресурсного контенту,27,Cover thumbnail,,"Intended ONLY for transitional use, where ONIX 2.1 records referencing existing thumbnail assets of unknown pixel size are being re-expressed in ONIX 3.0. Use code 01 for all new cover assets, and where the pixel size of older assets is known"
158,Resource content type,Тип ресурсного контенту,28,Full content,,"The full content of the product (or the product itself), supplied for example to support full-text search or indexing"
158,Resource content type,Тип ресурсного контенту,29,Full cover,,"Includes cover, back cover, spine and – where appropriate – any flaps"
158,Resource content type,Тип ресурсного контенту,30,Master brand logo,,
158,Resource content type,Тип ресурсного контенту,31,Description,,"Descriptive text in a separate downloadable file, not in the ONIX record. Equivalent of code 03 in List 153. Use the <TextContent> composite for descriptions carried in the ONIX record. Use <SupportingResource> for text offered as a separate file resource for reproduction as part of promotional material for the product"
158,Resource content type,Тип ресурсного контенту,32,Index,Покажчик,"Index text held in a separate downloadable file, not in the ONIX record. Equivalent of code 15 in List 153. Use the <TextContent> composite for index text carried in the ONIX record. Use <SupportingResource> for an index offered as a separate file resource"
158,Resource content type,Тип ресурсного контенту,33,Student’s guide,,Including associated student / learner resources
158,Resource content type,Тип ресурсного контенту,34,Publisher’s catalogue,,For example a PDF or other digital representation of a publisher’s ‘new titles’ or range catalog
158,Resource content type,Тип ресурсного контенту,35,Online advertisement panel,,For example a banner ad for the product. Pixel dimensions should typically be included in <ResourceVersionFeature>
158,Resource content type,Тип ресурсного контенту,36,Online advertisement page,,(de: ‘Búhnenbild’)
158,Resource content type,Тип ресурсного контенту,37,Promotional event material,,"For example, posters, logos, banners, advertising templates for use in connection with a promotional event"
158,Resource content type,Тип ресурсного контенту,38,Digital review copy,,"Availability of a digital review, evaluation or sample copy, or a digital proof copy, which may be limited to authorized users or account holders, but should otherwise be fully readable and functional"
158,Resource content type,Тип ресурсного контенту,39,Instructional material,,"For example, a video, PDF, web page or app showing how to assemble, use or maintain the product, that is separate from the product itself"
158,Resource content type,Тип ресурсного контенту,40,Errata,Помилки,
158,Resource content type,Тип ресурсного контенту,41,Introduction,Вступ,"Introduction, preface or other preliminary material in a separate resource file"
158,Resource content type,Тип ресурсного контенту,42,Collection description,,"Descriptive material in a separate resource file, not in the ONIX record. Equivalent of code 17 in List 153. Use the <TextContent> composite for collection descriptions carried in the ONIX record. Use <SupportingResource> for material (which need not be solely only) offered as a separate file resource for reproduction as part of promotional material for the product and collection"
158,Resource content type,Тип ресурсного контенту,43,Bibliography,,"Complete list of books by the author(s), supplied as a separate resource file"
158,Resource content type,Тип ресурсного контенту,44,Abstract,,Formal summary of content (normally used with academic and scholarly content only)
158,Resource content type,Тип ресурсного контенту,45,Cover holding image,,"Image that may be used for promotional purposes in place of a front cover, ONLY where the front cover itself cannot be provided or used for any reason. Typically, holding images may comprise logos, artwork or an unfinished front cover image. Senders should ensure removal of the holding image from the record as soon as a cover image is available. Recipients must ensure replacement of the holding image with the cover image when it is supplied"
158,Resource content type,Тип ресурсного контенту,46,Rules or instructions,,Eg for a game or kit – as supplied with the product
158,Resource content type,Тип ресурсного контенту,47,Transcript,,Full transcript of audio or video content of the product
158,Resource content type,Тип ресурсного контенту,48,Full cast and credit list,,"For use with dramatized audiobooks, filmed entertainment etc, for a cast list sent as a separate resource file, not in the ONIX record. Equivalent of code 28 in List 153"
158,Resource content type,Тип ресурсного контенту,49,Image for social media,,"Image – not specifically a cover image or artwork, contributor image, or logo – explicitly intended for use in social media"
158,Resource content type,Тип ресурсного контенту,50,Supplementary learning resources,,"Eg downloadable worksheets, home learning materials"
158,Resource content type,Тип ресурсного контенту,51,Cover flap image,,"2D, front or back flap image"
158,Resource content type,Тип ресурсного контенту,52,Warning label,,"Image of any warning label or hazard warning text on product or packaging, eg as required for EU General or Toy Safety, or for battery safety purposes"
158,Resource content type,Тип ресурсного контенту,53,Product safety contacts,,"Document giving full contact detail, including postal addresses, for product safety contacts at publisher or supplier. Deprecated, except for use in ONIX 3.0"
158,Resource content type,Тип ресурсного контенту,54,Page edge deco image,,2D image of edge decoration (see also List 79 code 02)
158,Resource content type,Тип ресурсного контенту,55,Endpaper deco image,,2D image of endpaper (or inside front and back cover) decoration (see also List 79 code 55)
158,Resource content type,Тип ресурсного контенту,99,License,,"Link to a license covering permitted usage of the product content. Deprecated in favor of <EpubLicense>. This was a temporary workaround in ONIX 3.0, and use of <EpubLicense> is strongly preferred. Not for use in ONIX 3.1 or later"
159,Resource mode,Режим ресурсу,01,Application,,An executable together with data on which it operates
159,Resource mode,Режим ресурсу,02,Audio,Аудіо,A sound recording
159,Resource mode,Режим ресурсу,03,Image,,A still image
159,Resource mode,Режим ресурсу,04,Text,,"Readable text, with or without associated images etc"
159,Resource mode,Режим ресурсу,05,Video,Відео,"Moving images, with or without accompanying sound"
159,Resource mode,Режим ресурсу,06,Multi-mode,,A website or other supporting resource delivering content in a variety of modes
160,Resource feature type,Тип характеристики ресурсу,01,Required credit,,Credit that must be displayed when a resource is used (eg ‘Photo Jerry Bauer’ or ‘© Magnum Photo’). Credit text should be carried in <FeatureNote>
160,Resource feature type,Тип характеристики ресурсу,02,Caption,,Explanatory caption that may accompany a resource (eg use to identify an author in a photograph). Caption text should be carried in <FeatureNote>
160,Resource feature type,Тип характеристики ресурсу,03,Copyright holder,,"Copyright holder of resource (indicative only, as the resource can be used without consultation). Copyright text should be carried in <FeatureNote>"
160,Resource feature type,Тип характеристики ресурсу,04,Length in minutes,,Approximate length in minutes of an audio or video resource. <FeatureValue> should contain the length of time as an integer number of minutes
160,Resource feature type,Тип характеристики ресурсу,05,ISNI of resource contributor,,"Use to link resource such as a contributor image to a contributor unambiguously. Use for example with Resource Content types 04, 11–14 from List 158, particularly where the product has more than a single contributor. <FeatureValue> contains the 16-digit ISNI, which must match an ISNI given in an instance of <Contributor>"
160,Resource feature type,Тип характеристики ресурсу,06,Proprietary ID of resource contributor,,"Use to link resource such as a contributor image to a contributor unambiguously. Use for example with Resource Content types 04, 11–14 from List 158, particularly where the product has more than a single contributor. <FeatureValue> contains the proprietary ID, which must match a proprietary ID given in an instance of <Contributor>"
160,Resource feature type,Тип характеристики ресурсу,07,Resource alternative text,,"<FeatureNote> is Alternative text for the resource, which might be presented to visually-impaired readers"
160,Resource feature type,Тип характеристики ресурсу,08,Background color of image resource,,"<FeatureValue> is a 24-bit RGB or 32-bit RBGA color in hexadecimal, eg fff2de for an opaque warm cream. Used when the resource – for example a 3D image of the product – includes a background, or if used with an alpha channel, when the image is irregularly shaped or contains a semi-transparent shadow thrown against a background"
160,Resource feature type,Тип характеристики ресурсу,09,Attribute of product image resource,,"<FeatureValue> is an ONIX code from List 256 that describes an attribute of a product image resource (eg perspective of 3D view, content)"
160,Resource feature type,Тип характеристики ресурсу,10,Background color of page,,"<FeatureValue> is a 24-bit RGB color in hexadecimal, eg ffc300 for a rich yellow-orange, used when the resource supplier requests a specific background color be displayed behind the resource on a web page"
160,Resource feature type,Тип характеристики ресурсу,11,ORCID of resource contributor,,"Use to link resource such as a contributor image to a contributor unambiguously, for example with Resource Content types 04, 11–14 from List 158, particularly where the product has more than a single contributor. <FeatureValue> contains the 16-digit ISNI, which must match an ORCID given in an instance of <Contributor>"
161,Resource form,Форма ресурсу,01,Linkable resource,,"A resource that may be accessed by a hyperlink. The current host (eg the ONIX sender, who may be the publisher) will provide ongoing hosting services for the resource for the active life of the product (or at least until the Until Date specified in <ContentDate>). The ONIX recipient may embed the URL in a consumer facing-website (eg as the src attribute in an <img> link), and need not host an independent copy of the resource"
161,Resource form,Форма ресурсу,02,Downloadable file,,"A file that may be downloaded on demand for third-party use. The ONIX sender will host a copy of the resource until the specified Until Date, but only for the ONIX recipient’s direct use. The ONIX recipient should download a copy of the resource, and must host an independent copy of the resource if it is used on a consumer-facing website. Special attention should be paid to the ‘Last Updated’ <ContentDate> to ensure the independent copy of the resource is kept up to date"
161,Resource form,Форма ресурсу,03,Embeddable application,,"An application which is supplied in a form which can be embedded into a third-party webpage. As type 02, except the resource contains active content such as JavaScript, Flash, etc"
162,Resource version feature type,Тип характеристики версії ресурсу,01,File format,,Resource Version Feature Value carries a code from List 178
162,Resource version feature type,Тип характеристики версії ресурсу,02,Image height in pixels,,Resource Version Feature Value carries an integer
162,Resource version feature type,Тип характеристики версії ресурсу,03,Image width in pixels,,Resource Version Feature Value carries an integer
162,Resource version feature type,Тип характеристики версії ресурсу,04,Filename,,"Resource Version Feature Value carries the filename of the supporting resource, necessary only when it is different from the last part of the path provided in <ResourceLink>"
162,Resource version feature type,Тип характеристики версії ресурсу,05,Approximate download file size in megabytes,,"Resource Version Feature Value carries a decimal number only, suggested no more than 2 or 3 significant digits (eg 1.7, not 1.7462 or 1.75MB)"
162,Resource version feature type,Тип характеристики версії ресурсу,06,MD5 hash value,,MD5 hash value of the resource file. <ResourceVersionFeatureValue> should contain the 128-bit digest value (as 32 hexadecimal digits). Can be used as a cryptographic check on the integrity of a resource after it has been retrieved
162,Resource version feature type,Тип характеристики версії ресурсу,07,Exact download file size in bytes,,Resource Version Feature Value carries a integer number only (eg 1831023)
162,Resource version feature type,Тип характеристики версії ресурсу,08,SHA-256 hash value,,SHA-256 hash value of the resource file. <ResourceVersionFeatureValue> should contain the 256-bit digest value (as 64 hexadecimal digits). Can be used as a cryptographic check on the integrity of a resource after it has been retrieved
162,Resource version feature type,Тип характеристики версії ресурсу,09,ISCC,,"International Standard Content Code, a ‘similarity hash’ derived algorithmically from the resource content itself (see https://iscc.codes). <IDValue> is the ISCC-CODE generated from a digital manifestation of the work, as a variable-length case-insensitive alphanumeric string (or 55 characters including three hyphens if using ISCC v1.0, but this is deprecated). Note alphabetic characters in v1.x ISCCs use Base32 encoding and are conventionally upper case. The ‘ISCC:’ prefix is omitted"
162,Resource version feature type,Тип характеристики версії ресурсу,10,Previous filename,,"<ResourceVersionFeatureValue> carries the previous filename of the supporting resource, necessary only when it is different from the last part of the path provided in <ResourceLink> and from the filename provided using <ResourceVersionFeatureType> code 04, and when the data sender suggests the recipient delete this old file. Note that the ‘trigger’ to update the resource and delete the old file is provided by the Resource version’s <ContentDate>"
163,Publishing date role,,01,Publication date,,"Nominal date of publication. This date is primarily used for planning, promotion and other business process purposes, and is not necessarily the first date for retail sales or fulfillment of pre-orders. In the absence of a sales embargo date, retail sales and pre-order fulfillment may begin as soon as stock is available to the retailer"
163,Publishing date role,,02,Sales embargo date,,"If there is an embargo on retail sales (in the market) before a certain date, the date from which the embargo is lifted and retail sales and fulfillment of pre-orders are permitted. (In some markets, this may be termed a ‘strict on-sale date’.) In the absence of an embargo date, retail sales and pre-order fulfillment may begin as soon as stock is available to the retailer"
163,Publishing date role,,09,Public announcement date,,"Date when a new product may be announced to the general public. Prior to the announcement date, the product data is intended for internal use by the recipient and supply chain partners only. After the announcement date, or in the absence of an announcement date, the planned product may be announced to the public as soon as metadata is available"
163,Publishing date role,,10,Trade announcement date,,"Date when a new product may be announced to the book trade only. Prior to the announcement date, the product information is intended for internal use by the recipient only. After the announcement date, or in the absence of a trade announcement date, the planned product may be announced to supply chain partners (but not necessarily made public – see the Public announcement date) as soon as metadata is available"
163,Publishing date role,,11,Date of first publication,,"Date when the work incorporated in a product was first published. For works in translation, see also Date of first publication in original language (code 20)"
163,Publishing date role,,12,Latest reprint date,,Date when a product was most recently reprinted
163,Publishing date role,,13,Out-of-print / permanently withdrawn date,,"Date when a product was (or will be) declared out-of-print, permanently withdrawn from sale or deleted"
163,Publishing date role,,16,Latest reissue date,,Date when a product was most recently reissued
163,Publishing date role,,19,Publication date of print counterpart,,Date of publication of a printed book which is the direct print counterpart to a digital product. The counterpart product may be included in <RelatedProduct> using code 13
163,Publishing date role,,20,Date of first publication in original language,,"Date when the original language version of work incorporated in a product was first published (note, use only on works in translation – see code 11 for first publication date in the translated language)"
163,Publishing date role,,21,Forthcoming reissue date,,Date when a product will be reissued
163,Publishing date role,,22,Expected availability date after temporary withdrawal,,"Date when a product that has been temporary withdrawn from sale or recalled for any reason is expected to become available again, eg after correction of quality or technical issues"
163,Publishing date role,,23,Review embargo date,,Date from which reviews of a product may be published eg in newspapers and magazines or online. Provided to the book trade for information only: newspapers and magazines are not expected to be recipients of ONIX metadata
163,Publishing date role,,25,Publisher’s reservation order deadline,,Latest date on which an order may be placed with the publisher for guaranteed delivery prior to the publication date. May or may not be linked to a special reservation or pre-publication price
163,Publishing date role,,26,Forthcoming reprint date,,Date when a product will be reprinted
163,Publishing date role,,27,Preorder embargo date,,"Earliest date a retail ‘preorder’ can be placed (in the market), where this is distinct from the public announcement date. In the absence of a preorder embargo, advance orders can be placed as soon as metadata is available to the consumer (this would be the public announcement date, or in the absence of a public announcement date, the earliest date metadata is available to the retailer)"
163,Publishing date role,,28,Transfer date,,Date of acquisition of product by new publisher (use with publishing roles 09 and 13)
163,Publishing date role,,29,Date of production,,For an audiovisual work (eg on DVD)
163,Publishing date role,,30,Streaming embargo date,,"For digital products that are available to end customers both as a download and streamed, the earliest date the product can be made available on a stream, where the streamed version becomes available later than the download. For the download, see code 02 if it is embargoed or code 01 if there is no embargo"
163,Publishing date role,,31,Subscription embargo date,,"For digital products that are available to end customers both as purchases and as part of a subscription package, the earliest date the product can be made available by subscription, where the product may not be included in a subscription package until some while after publication. For ordinary sales, see code 02 if there is a sales embargo or code 01 if there is no embargo"
163,Publishing date role,,32,Download embargo date,,"For digital products that are available to end customers both as a download and streamed, the earliest date the product can be made available via download, where the download version becomes available later than the stream. For any embargo on the stream, see code 02"
163,Publishing date role,,33,Purchase embargo date,,"For digital products that are available to end customers both as purchases and as part of a subscription package, the earliest date the product can be made available to purchase, where the product may not be purchased until some while after it becomes available via the subscription. For any embargo on the subscription, see code 02"
163,Publishing date role,,35,CIP date,,Date by which CIP copy is required for inclusion in the product
164,Work relation,,01,Manifestation of,,Product A is or includes a manifestation of work X. (There is a direct parent–child relation between work X and the product). The instance of <RelatedWork> must include an identifier for work X
164,Work relation,,02,Derived from,,"Product A is or includes a manifestation of a work X which is derived (directly) from related work W in one or more of the ways specified in the former ISTC rules. (There is a relationship between a grandparent work W and a parent work X, and between that parent work and the product.) This relation type is intended to enable products with a common ‘grandparent’ work to be linked without specifying the precise nature of their derivation, and without necessarily assigning an identifier to the product’s parent work X. The instance of <RelatedWork> must include an identifier for work W. Codes 20–30 may be used instead to provide details of the derivation of work X from work W"
164,Work relation,,03,Related work is derived from this,,"Product A is a manifestation of a work X from which related work Y is (directly) derived in one or more of the ways specified in the former ISTC rules. (There is a relationship between a parent work X and a child work Y, and between the parent work X and the product.) The instance of <RelatedWork> must include an identifier for work Y. Codes 40–50 may be used instead to provide details of the derivation of work Y from work X"
164,Work relation,,04,Other work in same (bibliographic) collection,,"Product A is a manifestation of a work X in the same (bibliographic) collection as related work Z. (There is a relationship between the parent work X and a ‘same collection’ work Z, and between the parent work X and the product.) The instance of <RelatedWork> must include an identifier for work Z"
164,Work relation,,05,Other work by same contributor,,"Product A is a manifestation of a work X by the same contributor(s) as related work Z. (There is a relationship between the parent work X and a work Z where X and Z have at least one contributor in common, and between the parent work X and the product.) The instance of <RelatedWork> must include an identifier for work Z"
164,Work relation,,06,Manifestation of original work,,"Product A is or includes a manifestation of work X. (There is a direct parent–child relation between work X and the product, and work X is original, ie not a derived work of any kind – there is no work W.) The instance of <RelatedWork> must include an identifier for work X. See code 01 if the originality of X is unspecified or unknown"
164,Work relation,,21,Derived from by abridgement,,"Product A is or includes a manifestation of a work X which is derived directly from related work W by abridgement. (There is a relationship between the grandparent [unabridged] work W and the parent [abridged] work X, and between the parent work X and the product.) The instance of <RelatedWork> must include an identifier for [unabridged] work W. <EditionType> of product A would normally be ABR. See code 02 if the method of derivation of X from W is unknown or unstated. The [abridged] parent work X may be identified using a separate instance of <RelatedWork> with relation code 01"
164,Work relation,,22,Derived from by annotation,,"Product A is or includes a manifestation of a work X which is derived directly from related work W by annotation. The instance of <RelatedWork> must include an identifier for [unannotated] work W. <EditionType> of product X would normally be ANN, VAR etc. See code 02 if the method of derivation of X from W is unknown or unstated. The [annotated] parent work X may be identified using a separate instance of <RelatedWork> with relation code 01"
164,Work relation,,23,Derived from by compilation,,The content of the work X has been formed by compilation of work W and another work Z. The instance of <RelatedWork> must include an identifier for work W. <EditionType> of product A may be CMB. Work Z may be identified using a separate instance of <RelatedWork> with code 23. The compiled parent work X may be identified using a separate instance of <RelatedWork> with relation code 01
